12/01/12	1597	1110	350	647	228	698	207	168
13/01/12	1817	1085	383	611	248	610	197	173
14/01/12	944	508	178	352	105	328	75	66
15/01/12	654	344	148	214	99	166	59	33
16/01/12	2104	1392	439	806	353	647	165	235
17/01/12	1575	1145	383	589	225	616	155	182
18/01/12	1533	1139	340	537	222	582	137	157
19/01/12	1402	1030	363	573	190	552	140	144
20/01/12	1257	828	307	503	190	502	112	118
21/01/12	921	493	194	308	94	277	73	55
22/01/12	709	379	115	258	42	234	26	31
23/01/12	1792	1249	416	747	230	655	195	195
24/01/12	1710	1095	424	620	199	636	177	196
25/01/12	1446	978	378	578	230	549	140	137
26/01/12	1694	1130	415	541	229	607	172	181
27/01/12	1622	1082	375	545	193	519	166	149
28/01/12	909	564	209	342	93	338	89	58
29/01/12	664	410	173	251	57	193	44	36
30/01/12	1710	1318	451	571	267	661	218	225
31/01/12	1557	1117	367	519	244	594	205	162
01/02/12	1522	1056	349	534	231	610	194	146
02/02/12	1496	980	331	527	234	565	182	171
03/02/12	1441	945	357	567	192	621	204	147
04/02/12	824	531	169	288	75	311	81	63
05/02/12	659	382	140	195	52	183	49	37
06/02/12	1670	1268	446	528	211	761	255	205
07/02/12	1486	1183	385	528	259	696	210	170
08/02/12	1527	1109	416	521	251	719	216	186
09/02/12	1503	1034	391	540	232	623	148	203
10/02/12	1558	1012	413	480	173	614	165	169
11/02/12	960	585	170	336	101	328	112	61
12/02/12	612	403	151	224	66	214	66	27
13/02/12	1762	1384	458	641	257	722	202	208
14/02/12	1547	1210	405	615	226	687	167	182
15/02/12	1536	1167	409	546	225	689	182	153
16/02/12	1395	995	367	451	219	569	148	156
17/02/12	1143	955	289	456	188	498	144	124
18/02/12	562	467	170	201	76	264	65	35
19/02/12	422	289	85	165	48	157	35	34
20/02/12	742	486	169	244	70	300	70	55
21/02/12	510	340	145	193	73	247	44	30
22/02/12	1502	1079	356	537	259	580	186	158
23/02/12	1680	1201	433	603	246	692	174	239
24/02/12	1523	1103	399	508	223	625	173	151
25/02/12	940	576	253	341	113	321	117	54
26/02/12	597	413	119	210	54	239	64	45
27/02/12	1634	1299	410	582	274	631	183	221
28/02/12	1541	1263	406	645	214	648	192	173
29/02/12	1477	1138	381	556	229	628	181	188
01/03/12	1336	1041	354	490	209	587	151	148
02/03/12	1238	1047	341	498	167	594	140	176
03/03/12	747	572	169	281	109	395	79	87
04/03/12	520	464	138	256	69	242	67	43
05/03/12	1541	1345	449	554	254	765	208	223
06/03/12	1447	1180	406	580	190	664	213	181
07/03/12	1509	1133	401	561	261	716	175	147
08/03/12	1348	1087	373	555	261	650	164	184
09/03/12	1361	925	356	491	234	622	178	132
10/03/12	842	578	167	320	124	372	92	70
11/03/12	573	377	167	227	63	240	56	44
12/03/12	1611	1242	430	629	300	741	195	242
13/03/12	1488	1222	416	602	283	734	177	211
14/03/12	1413	1104	451	477	253	749	175	150
15/03/12	1419	1190	396	527	239	694	186	174
16/03/12	1351	1020	389	526	210	674	154	169
17/03/12	615	408	158	244	97	252	79	35
18/03/12	623	375	146	250	65	215	47	36
19/03/12	1659	1288	451	680	313	743	222	216
20/03/12	1532	1119	440	571	263	729	230	168
21/03/12	1403	1091	395	608	264	640	166	164
22/03/12	1320	1083	384	496	232	630	152	173
23/03/12	1329	936	391	475	232	614	124	144
24/03/12	841	591	184	318	86	361	93	78
25/03/12	535	329	139	194	63	218	53	32
26/03/12	1641	1195	383	526	221	705	157	193
27/03/12	1447	1077	370	530	231	677	166	187
28/03/12	1329	988	334	481	222	566	151	107
29/03/12	1298	1044	339	400	193	604	117	157
30/03/12	1171	873	332	434	167	521	146	130
31/03/12	712	507	164	292	67	328	66	59
01/04/12	496	312	135	162	65	180	40	21
02/04/12	1471	1163	434	463	226	591	161	203
03/04/12	1339	941	368	398	236	591	129	167
04/04/12	1261	1029	311	463	195	568	174	113
05/04/12	920	814	249	308	133	422	93	167
06/04/12	521	359	116	173	54	221	39	33
07/04/12	574	491	141	216	94	252	57	42
08/04/12	430	353	93	156	50	191	42	35
09/04/12	1588	1261	391	557	218	704	152	163
10/04/12	1407	1059	372	545	205	601	150	159
11/04/12	1304	1039	415	452	199	601	162	180
12/04/12	1305	1010	366	457	226	592	162	154
13/04/12	1216	932	322	415	178	502	142	117
14/04/12	718	460	179	299	104	304	80	70
15/04/12	506	328	134	177	54	199	48	26
16/04/12	1434	1148	384	484	255	617	177	168
17/04/12	1314	1031	378	492	162	643	167	154
18/04/12	1335	1039	372	472	234	585	137	128
19/04/12	1328	950	364	464	194	584	157	138
20/04/12	1192	913	338	413	198	580	103	118
21/04/12	688	509	140	233	67	260	56	53
22/04/12	487	402	147	169	55	168	31	34
23/04/12	1481	1092	420	519	239	569	169	184
24/04/12	1304	1043	389	545	234	626	144	183
25/04/12	1352	1026	327	484	235	599	166	158
26/04/12	1234	1022	358	515	203	539	150	157
27/04/12	1140	911	317	432	165	483	116	127
28/04/12	732	517	203	301	92	289	60	46
29/04/12	516	334	115	217	52	158	41	43
30/04/12	1174	906	277	459	199	530	108	117
01/05/12	568	372	151	176	60	206	34	26
02/05/12	1297	940	371	474	233	559	161	154
03/05/12	1270	992	371	459	247	542	166	144
04/05/12	1089	864	301	443	154	501	138	116
05/05/12	608	460	214	285	68	258	74	75
06/05/12	416	277	120	163	48	170	45	28
07/05/12	1412	1043	413	487	215	585	172	170
08/05/12	1216	1070	404	406	191	523	143	151
09/05/12	1228	979	395	436	186	535	150	133
10/05/12	1183	912	395	477	209	561	134	136
11/05/12	1047	900	392	435	201	445	100	126
12/05/12	698	487	164	243	98	282	48	35
13/05/12	426	268	122	161	52	161	25	28
14/05/12	1309	1069	392	436	201	567	121	149
15/05/12	1265	981	401	438	195	544	131	147
16/05/12	1266	958	368	435	207	558	164	156
17/05/12	1096	808	372	387	146	458	100	100
18/05/12	1264	891	410	385	204	532	137	114
19/05/12	642	460	165	234	72	279	78	42
20/05/12	512	321	142	158	53	200	52	36
21/05/12	1428	1141	480	475	295	681	133	160
22/05/12	1580	1153	585	591	224	691	153	152
23/05/12	1753	1168	561	657	230	591	150	186
24/05/12	2012	1226	535	640	243	581	143	192
25/05/12	1888	1189	584	719	223	536	146	156
26/05/12	1242	724	310	425	128	327	71	78
27/05/12	880	494	222	328	83	204	49	46
28/05/12	2334	1419	817	839	298	773	195	242
29/05/12	1949	1333	661	671	269	641	146	171
30/05/12	1599	1232	614	591	224	597	143	149
31/05/12	1557	1114	576	562	223	604	147	99
01/06/12	1412	1089	498	551	193	521	133	124
02/06/12	899	653	240	335	87	321	47	65
03/06/12	537	441	212	196	66	245	42	39
04/06/12	1733	1348	648	615	232	680	159	176
05/06/12	1609	1254	550	606	272	536	154	124
06/06/12	1254	1015	446	445	208	482	122	97
07/06/12	794	490	219	346	76	296	46	35
08/06/12	1351	941	367	565	150	488	121	115
09/06/12	766	507	198	289	87	270	62	46
10/06/12	579	375	164	202	57	218	68	42
11/06/12	1587	1206	480	587	254	571	164	216
12/06/12	1283	1123	432	490	222	503	119	146
13/06/12	1264	1141	434	485	197	560	123	110
14/06/12	1413	1074	459	485	211	570	131	151
15/06/12	1299	1002	450	503	200	552	116	152
16/06/12	849	577	232	296	89	286	69	69
17/06/12	610	372	146	177	58	179	46	36
18/06/12	1619	1199	469	602	257	682	163	204
19/06/12	1430	1134	480	543	207	580	122	124
20/06/12	1366	1021	427	509	220	543	122	114
21/06/12	1217	932	417	440	159	508	128	92
22/06/12	1235	984	388	439	172	497	108	105
23/06/12	667	489	191	228	63	246	40	50
24/06/12	459	320	139	157	45	141	39	46
25/06/12	1429	1099	448	503	237	610	140	146
26/06/12	1207	990	403	476	179	515	129	138
27/06/12	1292	1076	426	413	178	554	137	131
28/06/12	1267	1018	401	432	209	549	129	127
29/06/12	1121	942	369	393	134	470	110	120
